,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
2704,TSXV,Stakeholder Gold Corp.,SRC,6511951.77,Canada,ON,Mining,,"Stakeholder Gold Corp is a junior mineral exploration company. Principally, it is engaged in the identification, acquisition, and exploration of properties for the mining of precious and base metals in Canada. The company's project consist of Ballarat gold project which is located approximately 120 kilometres southeast of Dawson city in the White gold district of the Yukon territory."
2705,TSXV,Standard Exploration Ltd.,SDE,887848.54,Canada,AB,Oil & Gas,,"Spartan Delta Corp is an oil and gas exploration and production company. It is engaged in the exploration, development, and production of petroleum and natural gas properties in Alberta. The company operates and focuses its activities on Peace River Arch and Central Alberta."
2706,TSXV,Standard Graphite Corporation,SGH,3401218.5,Canada,BC,Mining,,"Shanghai Industrial Holdings Ltd is a part of the real estate sector. The company's core activities reflect its interest in the real estate business. The Real Estate segment is engaged in the development and investment of properties and hotel operation and accounts for the larger share of the company's revenues. The company also manages a few other segments; The Infrastructure Facilities segment is engaged in the investment in toll road projects and water-related businesses and the Consumer Products segment deals with the manufacture and sale of cigarettes, packaging materials and printed products. The company has the bulk of its activities focused in China."
2707,TSXV,Standard Tolling Corp.,TON,302252.43,Canada,BC,Mining,,"BrightPath Early Learning Inc formerly known as Edleun Group, Inc. was incorporated in April 1, 2005. It is the Canadian provider of high-quality, early learning and child care. The Company is committed to providing children, families and employers with access to, and choice regarding, quality early childhood care and education programs, helping Canadians to balance their work and family lives. It is involved in the designs, developments, ownerships, managements and marketing of child care centers. It also offers professional delivery of care, curriculum designed for each age group to maximize learning, resources for children's families, certified nutritious meal programs and ongoing staff training. Each center is equipped with a variety of educational supplies, games, puzzles, toys, outdoor play equipment and computers with educational software applications."
2708,TSXV,Stans Energy Corp.,HRE,8733429.3,Canada,ON,Mining,,"Stans Energy Corp is a Canada based exploration and development stage company. It is engaged in the acquisition and development of mineral deposits such as uranium, rare earth elements, gold and base metals. Geographically it business presence is seen across the region of Canada, the Kyrgyz Republic and Russia."
2709,TSX,Stantec Inc.,STN,4084936746.0,Canada,AB,Diversified Industries,"Industrial Products and Services,Agriculture","Stantec Inc is a global engineering and construction firm. The Company's services include engineering, architecture, interior design, landscape architecture, surveying, environmental sciences, project management, and project economics, from initial project concept and planning through to design, construction administration, commissioning, maintenance, decommissioning, and remediation. Stantec has one reportable segment: consulting services. It utilizes one common brand and operates the same systems with generally the same policies, practices, and programs. The company provides its services under fee-for-service agreements with clients. Stantec derives the substantial majority of its sales from the United States and Canada, and the company works in both the public and private sectors."
2710,TSXV,Star Navigation Systems Group Ltd.,SNA,9772370.125,Canada,ON,Technology,Hardware & Equipment,"Star Navigation Systems Group Ltd is a company focused on providing Aerospace Solutions. It is centered on devoting all its activity to the development, marketing and promotion of an in-flight Safety Monitoring System (STAR-ISMS), whereby data from an aircraft can be transmitted to ground stations for the duration of a flight. The services provided by the company include Consultation, Monitoring, Maintenance, Training and Customer service."
2711,TSX,Star Yield Managers Trust,XYM.UN,15370389.01,Canada,ON,Closed-End Funds,,
2712,TSX,Starcore International Mines Ltd.,SAM,24573425.5,Canada,BC,Mining,,"Starcore International Mines Ltd is into the business of exploration, development, and production of minerals. It has got products in various stages The San Martin being the primary source of operating cash flows. In Mexico, the business holds an interest in the silver and gold processing plant. Some of its projects include San Martin, El Creston and Toiyabe among others. Majority of the organization's revenue comes from Bernal, Mexico."
2713,TSXV,Starlight U.S. Multi-Family (No. 5) Core Fund,STUS.A,147975736.4,Canada,ON,Real Estate,Industrial/Office/Retail/Residential,
2714,TSXV,Starr Peak Exploration Ltd.,STE,1576321.2,Canada,BC,Mining,,"Starr Peak Exploration Ltd is a Canadian based exploration stage junior mining company. It is engaged in the identification, acquisition, and exploration of mineral properties. The company focuses on to acquire, explore and develop Gold, Silver, Copper and Molybdenum mineral deposits and projects in Americas. It holds an interest in El Toro Project."
2715,TSX,Stella-Jones Inc.,SJ,3126222163.0,Canada,QC,Forest Products & Paper,,"Stella-Jones Inc produces and sells lumber and wood products. The company sells products in five main customer categories. The railway ties category, which generates the most revenue of any category, sells pressure-treated lumber to the railway industry. The utility poles category, which contributes the next largest amount of revenue, sells utility poles for electrical transmission and communications infrastructure use. The other three categories are residential lumber for use in housing construction, industrial products for use in marine and building industries, and logs and lumber, which sells wood products to homebuilding markets. The firm organizes itself into two segments based on geography: the United States and Canada. The majority of revenue comes from the United States."
2716,TSXV,Stellar AfricaGold Inc.,SPX,1381241.75,Canada,QC,Mining,,"Stellar AfricaGold Inc is a Canadian-based mining exploration company that targets, explores and develops gold deposits in Africa. The company's projects include the Balandougou Gold Project, Namarana Project, and Opawica and Philibert-1 Projects."
2717,TSXV,Stelmine Canada Ltée / Stelmine Canada Ltd.,STH,6027820.56,Canada,QC,Mining,,"Stelmine Canada Ltd is a Canadian mineral exploration company. It is engaged in the acquisition, exploration, production, development of mining properties in Quebec. Its asset portfolio includes Courcy Property, Vallard Property, Mercator Property, Joubert Property, Trieste Property, and Opinaca Property."
2718,TSXV,Sterling Resources Ltd.,SLG,80952291.75,Canada,AB,Oil & Gas,,"Silgan Holdings manufactures about half of the metal food containers in North America. Its major customers include Campbell Soup, Nestle, and Del Monte. Silgan is looking for more merger and acquisition opportunities in the European metal packaging market and in plastic packaging. Silgan's other business segments include plastic containers for personal and healthcare products and a closures business that manufactures metal and plastic lids and caps."
